month,hour,day_of_week,day_of_month,week_of_month,season,weekend,time_of_day,dew_point,DEW_POINT_MAX,DEW_POINT_MIN,LAT_MEAN,LAT_MAX,LAT_MIN,LON_MEAN,LON_MAX,LON_MIN,GPS_KMH_MEAN,GPS_KMH_MAX,GPS_KMH_MIN,GPS_DIR_MEAN,GPS_DIR_MAX,GPS_DIR_MIN,GPS_ALT_MEAN,GPS_ALT_MAX,GPS_ALT_MIN,BM_H_MEAN,BM_H_MAX,BM_H_MIN,BM_P_MEAN,BM_P_MAX,BM_P_MIN,BM_T_MEAN,BM_T_MAX,BM_T_MIN,DS_T_MEAN,DS_T_MAX,DS_T_MIN,PM10_MAX,PM10_MIN,NUM_MEASUREMENTS,PM10_MEAN,PM10_ARPA
april,4,monday,28,week4,spring,weekday,night,6.573637052962597,6.573637052962597,6.573637052962597,45.647772,45.647772,45.647772,13.854845,13.854845,13.854845,64.99,64.99,64.99,294.84,294.84,294.84,368.6,368.6,368.6,40.68,40.68,40.68,981.05,981.05,981.05,20.38,20.38,20.38,13.06,13.06,13.06,5.4,5.4,1,5.4,7.48
april,6,monday,28,week4,spring,weekday,morning,8.213417190803455,8.213417190803455,8.213417190803455,45.647378,45.647378,45.647378,13.856142,13.856142,13.856142,58.15,58.15,58.15,292.89,292.89,292.89,375.9,375.9,375.9,39.84,39.84,39.84,981.85,981.85,981.85,22.55,22.55,22.55,16.5,16.5,16.5,6.2,6.2,1,6.2,8.77
april,7,monday,28,week4,spring,weekday,morning,8.707323864292277,8.707323864292277,8.707323864292277,45.647442,45.647442,45.647442,13.855635,13.855635,13.855635,56.1,56.1,56.1,115.68,115.68,115.68,364.2,364.2,364.2,39.2,39.2,39.2,982.83,982.83,982.83,23.37,23.37,23.37,18.12,18.12,18.12,5.8,5.8,1,5.8,16.27
april,8,monday,28,week4,spring,weekday,morning,9.530820314733798,9.530820314733798,9.530820314733798,45.647857,45.647857,45.647857,13.854475,13.854475,13.854475,64.6,64.6,64.6,293.66,293.66,293.66,371.5,371.5,371.5,34.46,34.46,34.46,982.09,982.09,982.09,26.46,26.46,26.46,19.81,19.81,19.81,7.4,7.4,1,7.4,11.39
april,9,monday,28,week4,spring,weekday,morning,10.34547997834588,10.34547997834588,10.34547997834588,45.647398,45.647398,45.647398,13.855837,13.855837,13.855837,58.8,58.8,58.8,114.23,114.23,114.23,362.9,362.9,362.9,33.21,33.21,33.21,982.78,982.78,982.78,28.02,28.02,28.02,22.19,22.19,22.19,4.6,4.6,1,4.6,12.21
april,10,monday,28,week4,spring,weekday,morning,10.155393551899937,10.155393551899937,10.155393551899937,45.647713,45.647713,45.647713,13.855072,13.855072,13.855072,57.43,57.43,57.43,294.36,294.36,294.36,368.4,368.4,368.4,28.94,28.94,28.94,981.46,981.46,981.46,30.18,30.18,30.18,22.69,22.69,22.69,6.3,6.3,1,6.3,18.15
april,12,monday,28,week4,spring,weekday,afternoon,10.902724046133843,10.902724046133843,10.902724046133843,45.647738,45.647738,45.647738,13.85495,13.85495,13.85495,55.69,55.69,55.69,294.5,294.5,294.5,354.6,354.6,354.6,27.56,27.56,27.56,980.76,980.76,980.76,31.91,31.91,31.91,23.87,23.87,23.87,6.5,6.5,1,6.5,9.94
april,13,monday,28,week4,spring,weekday,afternoon,10.4126061608035,10.4126061608035,10.4126061608035,45.647447,45.647447,45.647447,13.85569,13.85569,13.85569,55.19,55.19,55.19,113.66,113.66,113.66,357.0,357.0,357.0,28.14,28.14,28.14,981.22,981.22,981.22,30.97,30.97,30.97,23.69,23.69,23.69,7.2,7.2,1,7.2,15.06
april,14,monday,28,week4,spring,weekday,afternoon,9.840594244002837,9.840594244002837,9.840594244002837,45.647825,45.647825,45.647825,13.854682,13.854682,13.854682,58.45,58.45,58.45,293.69,293.69,293.69,376.7,376.7,376.7,30.72,30.72,30.72,981.02,981.02,981.02,28.78,28.78,28.78,18.56,18.56,18.56,7.2,7.2,1,7.2,10.54
april,15,monday,28,week4,spring,weekday,afternoon,9.175152628052084,9.175152628052084,9.175152628052084,45.647712,45.647712,45.647712,13.854783,13.854783,13.854783,56.52,56.52,56.52,111.58,111.58,111.58,377.7,377.7,377.7,34.45,34.45,34.45,981.7,981.7,981.7,26.06,26.06,26.06,18.12,18.12,18.12,9.3,9.3,1,9.3,7.58
